1;1;2;0;2
1;1;2;7;-5
1;1;2;0;2
1;1;2;5;-3
1;1;2;7;-5
1;1;2;5;-3
1;1;2;6;-4
1;1;2;0;2
1;1;2;4;-2
1;1;2;2;0
1;1;6;0;6
1;1;6;7;-1
1;1;6;0;6
1;1;6;5;1
1;1;6;7;-1
1;1;6;5;1
1;1;6;6;0
1;1;6;0;6
1;1;6;4;2
1;1;6;2;4
1;1;0;0;0
1;1;0;7;-7
1;1;0;0;0
1;1;0;5;-5
1;1;0;7;-7
1;1;0;5;-5
1;1;0;6;-6
1;1;0;0;0
1;1;0;4;-4
1;1;0;2;-2
1;1;9;0;9
1;1;9;7;2
1;1;9;0;9
1;1;9;5;4
1;1;9;7;2
1;1;9;5;4
1;1;9;6;3
1;1;9;0;9
1;1;9;4;5
1;1;9;2;7
1;1;7;0;7
1;1;7;7;0
1;1;7;0;7
1;1;7;5;2
1;1;7;7;0
1;1;7;5;2
1;1;7;6;1
1;1;7;0;7
1;1;7;4;3
1;1;7;2;5
1;1;6;0;6
1;1;6;7;-1
1;1;6;0;6
1;1;6;5;1
1;1;6;7;-1
1;1;6;5;1
1;1;6;6;0
1;1;6;0;6
1;1;6;4;2
1;1;6;2;4
1;1;3;0;3
1;1;3;7;-4
1;1;3;0;3
1;1;3;5;-2
1;1;3;7;-4
1;1;3;5;-2
1;1;3;6;-3
1;1;3;0;3
1;1;3;4;-1
1;1;3;2;1
1;1;8;0;8
1;1;8;7;1
1;1;8;0;8
1;1;8;5;3
1;1;8;7;1
1;1;8;5;3
1;1;8;6;2
1;1;8;0;8
1;1;8;4;4
1;1;8;2;6
1;1;2;0;2
1;1;2;7;-5
1;1;2;0;2
1;1;2;5;-3
1;1;2;7;-5
1;1;2;5;-3
1;1;2;6;-4
1;1;2;0;2
1;1;2;4;-2
1;1;2;2;0
1;1;7;0;7
1;1;7;7;0
1;1;7;0;7
1;1;7;5;2
1;1;7;7;0
1;1;7;5;2
1;1;7;6;1
1;1;7;0;7
1;1;7;4;3
1;1;7;2;5
2;2;6;2;4
2;2;6;6;0
2;2;6;0;6
2;2;6;9;-3
2;2;6;7;-1
2;2;6;6;0
2;2;6;3;3
2;2;6;8;-2
2;2;6;2;4
2;2;6;7;-1
2;2;8;2;6
2;2;8;6;2
2;2;8;0;8
2;2;8;9;-1
2;2;8;7;1
2;2;8;6;2
2;2;8;3;5
2;2;8;8;0
2;2;8;2;6
2;2;8;7;1
2;2;6;2;4
2;2;6;6;0
2;2;6;0;6
2;2;6;9;-3
2;2;6;7;-1
2;2;6;6;0
2;2;6;3;3
2;2;6;8;-2
2;2;6;2;4
2;2;6;7;-1
2;2;0;2;-2
2;2;0;6;-6
2;2;0;0;0
2;2;0;9;-9
2;2;0;7;-7
2;2;0;6;-6
2;2;0;3;-3
2;2;0;8;-8
2;2;0;2;-2
2;2;0;7;-7
2;2;8;2;6
2;2;8;6;2
2;2;8;0;8
2;2;8;9;-1
2;2;8;7;1
2;2;8;6;2
2;2;8;3;5
2;2;8;8;0
2;2;8;2;6
2;2;8;7;1
2;2;3;2;1
2;2;3;6;-3
2;2;3;0;3
2;2;3;9;-6
2;2;3;7;-4
2;2;3;6;-3
2;2;3;3;0
2;2;3;8;-5
2;2;3;2;1
2;2;3;7;-4
2;2;1;2;-1
2;2;1;6;-5
2;2;1;0;1
2;2;1;9;-8
2;2;1;7;-6
2;2;1;6;-5
2;2;1;3;-2
2;2;1;8;-7
2;2;1;2;-1
2;2;1;7;-6
2;2;1;2;-1
2;2;1;6;-5
2;2;1;0;1
2;2;1;9;-8
2;2;1;7;-6
2;2;1;6;-5
2;2;1;3;-2
2;2;1;8;-7
2;2;1;2;-1
2;2;1;7;-6
2;2;6;2;4
2;2;6;6;0
2;2;6;0;6
2;2;6;9;-3
2;2;6;7;-1
2;2;6;6;0
2;2;6;3;3
2;2;6;8;-2
2;2;6;2;4
2;2;6;7;-1
2;2;9;2;7
2;2;9;6;3
2;2;9;0;9
2;2;9;9;0
2;2;9;7;2
2;2;9;6;3
2;2;9;3;6
2;2;9;8;1
2;2;9;2;7
2;2;9;7;2
3;3;4;6;-2
3;3;4;8;-4
3;3;4;6;-2
3;3;4;0;4
3;3;4;8;-4
3;3;4;3;1
3;3;4;1;3
3;3;4;1;3
3;3;4;6;-2
3;3;4;9;-5
3;3;9;6;3
3;3;9;8;1
3;3;9;6;3
3;3;9;0;9
3;3;9;8;1
3;3;9;3;6
3;3;9;1;8
3;3;9;1;8
3;3;9;6;3
3;3;9;9;0
3;3;3;6;-3
3;3;3;8;-5
3;3;3;6;-3
3;3;3;0;3
3;3;3;8;-5
3;3;3;3;0
3;3;3;1;2
3;3;3;1;2
3;3;3;6;-3
3;3;3;9;-6
3;3;1;6;-5
3;3;1;8;-7
3;3;1;6;-5
3;3;1;0;1
3;3;1;8;-7
3;3;1;3;-2
3;3;1;1;0
3;3;1;1;0
3;3;1;6;-5
3;3;1;9;-8
3;3;8;6;2
3;3;8;8;0
3;3;8;6;2
3;3;8;0;8
3;3;8;8;0
3;3;8;3;5
3;3;8;1;7
3;3;8;1;7
3;3;8;6;2
3;3;8;9;-1
3;3;4;6;-2
3;3;4;8;-4
3;3;4;6;-2
3;3;4;0;4
3;3;4;8;-4
3;3;4;3;1
3;3;4;1;3
3;3;4;1;3
3;3;4;6;-2
3;3;4;9;-5
3;3;2;6;-4
3;3;2;8;-6
3;3;2;6;-4
3;3;2;0;2
3;3;2;8;-6
3;3;2;3;-1
3;3;2;1;1
3;3;2;1;1
3;3;2;6;-4
3;3;2;9;-7
3;3;4;6;-2
3;3;4;8;-4
3;3;4;6;-2
3;3;4;0;4
3;3;4;8;-4
3;3;4;3;1
3;3;4;1;3
3;3;4;1;3
3;3;4;6;-2
3;3;4;9;-5
3;3;9;6;3
3;3;9;8;1
3;3;9;6;3
3;3;9;0;9
3;3;9;8;1
3;3;9;3;6
3;3;9;1;8
3;3;9;1;8
3;3;9;6;3
3;3;9;9;0
3;3;6;6;0
3;3;6;8;-2
3;3;6;6;0
3;3;6;0;6
3;3;6;8;-2
3;3;6;3;3
3;3;6;1;5
3;3;6;1;5
3;3;6;6;0
3;3;6;9;-3
