timestamp;id;weight0;weight1;weight2;weight3
1;5;47.78;55.54;4.3;43.92
2;5;59.87;2.3;4.84;4.99
3;5;52.52;32.83;41.11;15.94
4;5;7.07;47.35;15.38;57.81
5;5;31.64;27.13;18.06;32.54
6;5;17.74;17.56;51.74;46.6
7;5;42.26;44.8;55.59;56.81
8;5;4.1;44.36;52.48;53.12
9;5;33.7;44.64;43.71;48.45
10;5;25.18;8.83;10.96;47.08
11;5;53.59;17.17;11.66;32.48
12;5;14.78;5.56;11.89;50.77
13;5;2.18;8.71;51.77;8.64
14;5;53.35;4.29;39.74;14.2
15;5;59.89;39.81;26.57;45.05
16;5;36.38;46.41;35.56;51.79
17;5;48.56;2.79;23.11;14.35
18;5;7.15;48.37;33.56;26.35
19;5;21.35;57.88;13.48;5.73
20;5;36.51;39.18;44.07;1.21
21;5;11.77;22.61;15.54;1.18
22;5;47.41;54.1;24.28;36.47
23;5;6.99;44.03;22.82;59.42
24;5;56.97;1.63;53.25;40.14
25;5;25.56;58.46;7.54;45.67
26;5;3.82;15.79;2.78;39.94
27;5;15.03;58.23;15.86;0.85
28;5;23.36;21.07;50.42;56.93
29;5;19.37;20.18;29.13;38.37
30;5;8.81;11.84;36.33;36.41
31;5;1.69;45.39;0.37;52.04
32;5;10.64;43.57;0.29;7.31
33;5;42.44;14.86;9.77;13.35
34;5;42.23;27.85;50.46;55.69
35;5;28.2;0.68;18.34;31.43
36;5;34.45;38.37;10.36;13.41
37;5;1.42;47.32;33.49;24.29
38;5;36.89;49.94;25.49;37.59
39;5;16.33;52.65;15.87;4.34
40;5;58.43;27.66;26.1;31.94
41;5;41.2;13.3;11.0;16.95
42;5;35.02;38.35;37.69;15.72
43;5;42.2;13.98;45.15;45.02
44;5;7.25;11.42;45.56;21.17
45;5;39.18;15.35;59.0;28.21
46;5;5.52;51.17;55.01;35.33
47;5;58.43;50.06;48.51;40.09
48;5;55.58;57.67;43.67;37.05
49;5;42.87;11.54;56.55;21.51
50;5;12.09;8.42;57.4;15.1
51;5;34.71;35.25;34.66;43.6
52;5;22.95;47.77;56.22;48.2
53;5;0.9;26.82;28.59;48.85
54;5;42.24;26.29;31.84;2.89
55;5;6.67;26.89;16.94;13.42
56;5;4.36;7.15;33.28;39.97
57;5;17.27;57.14;6.53;49.24
58;5;7.16;31.66;51.87;15.54
59;5;3.18;27.07;43.8;39.2
60;5;46.86;31.1;32.42;17.38
61;5;19.11;56.35;55.98;33.64
62;5;2.39;6.82;51.76;32.57
63;5;1.91;22.07;51.23;11.82
64;5;41.94;15.92;1.36;57.19
65;5;7.7;35.76;21.55;26.37
66;5;19.45;54.42;45.33;53.98
67;5;3.37;29.59;47.49;24.32
68;5;43.76;5.22;20.4;18.83
69;5;22.86;6.49;38.81;33.02
70;5;38.21;12.72;39.34;11.9
71;5;13.19;3.71;59.78;34.24
72;5;23.3;41.52;14.3;24.34
73;5;30.74;34.53;43.35;4.86
74;5;50.26;30.98;31.5;46.32
75;5;22.83;47.57;53.1;17.56
76;5;48.28;33.03;43.88;57.36
77;5;4.94;18.54;46.88;9.7
78;5;42.99;35.15;3.08;34.77
79;5;18.68;3.77;31.24;44.03
80;5;19.06;25.7;7.22;31.02
81;5;50.98;0.39;10.55;39.25
82;5;34.63;33.76;56.14;25.98
83;5;49.41;12.54;49.83;4.06
84;5;10.26;10.47;40.37;54.86
85;5;4.16;18.41;5.29;22.95
86;5;10.14;34.1;5.41;47.58
87;5;21.76;27.6;51.51;37.03
88;5;48.37;15.83;27.82;30.73
89;5;30.76;13.43;29.3;18.36
90;5;27.92;18.55;14.65;37.65
91;5;34.71;59.82;33.22;11.11
92;5;15.13;35.5;52.46;47.68
93;5;42.59;57.45;52.65;7.88
94;5;47.39;11.2;27.79;50.42
95;5;21.93;38.54;35.6;4.57
96;5;6.79;1.44;15.19;45.79
97;5;54.92;35.2;18.96;52.13
98;5;47.45;24.72;4.56;45.84
99;5;52.64;40.67;44.49;18.59
100;5;39.27;12.05;14.15;39.06
101;5;17.77;8.27;14.24;49.69
102;5;45.82;37.39;30.76;13.19
103;5;0.85;17.51;14.58;31.5
104;5;29.14;5.62;13.57;27.22
105;5;50.54;32.1;32.79;33.37
106;5;49.14;30.44;33.16;38.63
107;5;52.89;9.33;45.08;4.57
108;5;20.42;49.0;32.15;46.54
109;5;30.01;55.61;30.22;12.98
110;5;24.06;55.61;28.98;46.78
111;5;43.34;37.61;17.57;49.22
112;5;27.37;11.52;41.2;29.65
113;5;1.7;53.67;53.62;54.54
114;5;39.09;2.89;40.0;26.26
115;5;49.38;5.13;45.98;5.8
116;5;2.98;34.13;22.19;44.32
117;5;4.59;2.17;58.78;26.02
118;5;7.37;58.57;1.29;49.21
119;5;53.36;53.69;28.59;23.73
120;5;23.46;23.79;34.13;41.22
121;5;59.21;25.97;44.57;59.53
122;5;20.24;23.48;54.5;54.8
123;5;23.85;29.61;12.23;13.25
124;5;58.46;3.09;20.33;40.69
125;5;49.05;29.45;54.38;20.02
126;5;41.75;41.44;55.81;26.75
127;5;25.01;6.97;18.54;38.6
128;5;17.27;25.09;45.0;8.47
129;5;5.38;39.89;14.71;50.43
130;5;13.96;8.03;8.46;54.8
131;5;24.28;38.55;22.35;2.64
132;5;40.79;43.39;29.26;50.43
133;5;45.39;33.57;40.86;3.4
134;5;43.11;29.53;9.93;10.16
135;5;28.51;4.58;52.16;33.05
136;5;49.41;7.5;36.89;56.28
137;5;53.72;54.52;39.71;9.33
138;5;36.69;42.06;43.67;4.96
139;5;38.4;9.11;22.74;39.94
140;5;16.72;33.32;59.62;22.24
141;5;37.34;56.15;19.67;51.08
142;5;21.33;1.07;5.45;45.72
143;5;31.26;34.22;49.88;34.97
144;5;39.11;19.01;52.08;2.73
145;5;43.76;35.46;57.61;15.05
146;5;31.57;10.93;54.4;50.75
147;5;2.21;21.9;17.14;41.94
148;5;51.19;55.94;6.3;21.06
149;5;32.62;10.11;13.06;8.76
150;5;19.44;4.88;58.54;21.51
151;5;33.73;53.68;44.83;48.92
152;5;57.11;45.0;35.89;29.03
153;5;30.7;48.16;39.41;14.97
154;5;55.02;25.09;25.03;38.08
155;5;3.47;58.05;31.04;31.75
156;5;7.7;48.05;19.76;5.58
157;5;0.16;20.54;2.24;52.19
158;5;7.71;53.09;44.91;48.46
159;5;40.57;35.49;34.76;19.18
160;5;13.5;24.68;35.49;44.41
161;5;50.25;6.3;54.8;31.79
162;5;58.43;20.3;22.57;21.97
163;5;20.18;51.35;31.16;49.33
