timestamp;id;weight0;weight1;weight2;weight3
1;2;42.0;55.05;22.3;34.0
2;2;47.1;22.95;51.1;59.48
3;2;19.95;12.38;22.36;14.85
4;2;22.41;29.18;8.21;23.54
5;2;6.73;33.62;28.95;12.87
6;2;44.14;33.92;38.89;0.46
7;2;15.83;47.28;23.05;24.26
8;2;20.14;19.29;46.81;18.13
9;2;9.0;46.5;53.08;40.13
10;2;8.01;18.16;26.32;32.52
11;2;17.25;0.96;19.2;51.21
12;2;35.16;55.22;5.86;48.17
13;2;14.35;52.79;26.23;22.93
14;2;7.01;45.26;57.64;18.55
15;2;8.0;46.46;34.19;3.92
16;2;56.22;25.7;10.01;57.34
17;2;48.97;36.92;10.39;6.45
18;2;20.5;35.35;14.11;6.38
19;2;53.39;15.81;2.2;32.1
20;2;52.0;46.7;11.14;1.18
21;2;8.47;50.33;44.27;31.13
22;2;55.66;13.71;1.83;29.85
23;2;6.88;4.27;9.36;18.7
24;2;49.63;52.3;34.66;36.37
25;2;49.98;5.94;6.72;46.51
26;2;15.17;5.58;44.07;33.9
27;2;55.19;22.48;26.93;43.14
28;2;39.01;0.95;45.49;9.14
29;2;37.7;35.32;7.28;31.41
30;2;5.73;21.22;8.3;13.6
31;2;31.75;46.2;6.66;46.12
32;2;33.03;6.8;3.57;12.49
33;2;51.74;58.57;13.82;50.7
34;2;37.48;41.14;37.76;37.26
35;2;48.43;13.82;8.23;45.8
36;2;13.64;6.41;19.06;2.53
37;2;10.34;37.0;7.25;38.53
38;2;44.19;31.68;17.73;3.37
39;2;15.74;41.68;28.8;35.5
40;2;33.77;10.6;37.06;3.69
41;2;55.42;38.5;33.41;58.02
42;2;14.41;20.71;26.28;1.67
43;2;1.33;47.02;44.67;12.95
44;2;25.11;11.57;42.02;33.06
45;2;51.58;25.61;2.04;47.44
46;2;23.43;23.64;59.76;48.16
47;2;16.82;8.72;55.06;50.93
48;2;1.77;55.26;31.72;13.54
49;2;28.34;56.44;42.84;42.88
50;2;16.09;29.61;22.81;4.03
51;2;43.07;55.75;37.97;19.42
52;2;29.77;28.92;30.87;6.14
53;2;35.81;28.18;8.65;7.44
54;2;30.45;17.98;13.01;8.65
55;2;23.75;53.41;28.2;9.31
56;2;52.41;33.97;54.28;11.14
57;2;43.74;13.48;15.77;16.83
58;2;52.38;34.98;30.18;16.53
59;2;37.29;37.22;47.43;47.47
60;2;21.47;53.99;49.72;28.28
61;2;33.83;19.44;11.35;51.54
62;2;10.91;0.67;40.18;28.24
63;2;17.15;24.6;36.42;33.42
64;2;4.35;28.05;30.33;45.97
65;2;15.53;39.43;17.9;25.4
66;2;4.53;56.06;3.44;25.34
67;2;10.55;14.27;59.37;47.37
68;2;56.93;59.22;6.64;49.42
69;2;55.09;7.6;4.9;20.71
70;2;8.28;40.49;18.05;59.29
71;2;45.43;23.42;30.29;39.88
72;2;12.46;8.34;48.23;17.82
73;2;48.03;46.13;17.57;39.82
74;2;51.77;49.31;7.41;44.29
75;2;55.87;12.5;11.58;12.87
76;2;56.12;2.99;24.95;0.44
77;2;44.95;15.23;52.69;23.17
78;2;57.97;1.68;2.59;4.21
79;2;15.83;27.91;34.66;2.23
80;2;15.65;31.73;17.84;1.73
81;2;20.71;15.83;11.54;43.85
82;2;32.96;48.71;29.21;23.44
83;2;11.21;52.29;12.72;11.8
84;2;37.63;33.56;49.53;5.46
85;2;16.94;15.07;59.97;48.63
86;2;36.44;51.74;48.99;51.68
87;2;40.37;12.6;15.6;48.95
88;2;39.77;32.6;4.37;47.79
89;2;27.95;4.48;45.59;15.5
90;2;23.19;20.95;45.86;12.82
91;2;52.93;35.94;36.77;51.53
92;2;9.01;48.04;8.1;9.32
93;2;19.97;0.9;42.01;17.62
94;2;5.32;44.09;46.74;7.73
95;2;16.92;23.09;2.38;36.45
96;2;35.45;49.28;37.17;56.15
97;2;53.77;40.13;10.26;43.86
98;2;25.41;35.6;46.83;41.04
99;2;44.35;9.77;52.48;19.55
100;2;52.19;46.36;47.59;19.93
101;2;0.62;13.35;47.28;25.72
102;2;30.53;55.79;49.66;21.93
103;2;5.11;25.67;44.32;37.14
104;2;31.0;45.53;53.54;26.86
105;2;21.59;36.22;51.51;40.84
106;2;37.06;30.39;11.58;8.92
107;2;39.21;21.17;47.77;58.93
108;2;3.84;20.21;5.41;5.71
109;2;40.32;0.77;35.64;2.87
110;2;16.42;40.26;20.99;8.55
111;2;17.39;11.85;2.81;2.45
112;2;0.28;46.99;37.57;24.8
113;2;38.97;19.95;36.4;7.97
114;2;11.66;11.38;22.12;18.19
115;2;20.15;50.7;9.19;58.95
116;2;50.71;37.04;35.73;47.97
117;2;7.69;55.04;11.53;47.64
118;2;34.87;35.03;13.42;42.7
119;2;5.01;58.02;18.17;40.83
120;2;45.52;52.65;53.88;39.56
121;2;57.35;15.61;53.79;18.17
122;2;15.47;28.22;30.6;55.13
123;2;12.26;19.19;36.35;0.51
124;2;20.02;39.01;50.86;28.32
125;2;5.7;2.43;52.14;56.48
126;2;9.4;24.39;4.19;51.46
127;2;38.99;40.0;31.64;50.8
128;2;55.28;21.31;56.52;40.36
129;2;26.81;2.91;30.0;32.52
130;2;39.08;44.29;1.83;49.19
131;2;31.51;49.85;51.33;16.75
132;2;4.84;16.95;17.51;51.05
133;2;53.95;29.43;50.61;28.06
134;2;14.33;57.15;45.07;0.07
135;2;26.13;22.63;42.28;28.99
136;2;37.24;53.07;12.68;45.94
137;2;5.79;10.32;19.52;32.06
138;2;4.06;2.01;10.86;6.69
139;2;48.3;25.32;3.16;48.54
140;2;44.45;19.31;28.08;40.59
141;2;25.95;3.6;14.19;22.46
142;2;48.87;19.35;7.53;33.09
143;2;40.05;4.36;18.91;33.13
144;2;46.12;45.76;41.58;29.49
145;2;45.89;43.44;30.68;44.52
146;2;24.54;22.96;55.54;39.42
147;2;25.92;59.76;27.21;54.99
148;2;59.71;56.18;27.05;13.85
149;2;21.29;9.4;17.46;15.54
150;2;6.26;21.97;2.69;30.49
151;2;7.11;36.87;7.07;40.11
152;2;6.52;26.43;28.24;18.5
153;2;31.56;28.31;46.33;6.17
154;2;23.88;23.17;4.06;48.35
155;2;34.08;25.99;19.63;59.01
156;2;43.45;18.18;32.19;7.65
157;2;32.95;59.02;50.46;8.14
158;2;17.87;23.61;36.46;18.86
159;2;7.46;59.63;10.9;58.99
160;2;30.82;17.79;32.29;29.71
161;2;14.85;9.76;59.53;58.52
162;2;26.25;3.3;37.54;22.23
163;2;17.36;57.54;6.8;27.84
164;2;25.82;30.49;10.93;21.11
165;2;49.53;58.27;1.94;30.41
166;2;32.33;8.29;39.54;57.54
167;2;51.02;49.48;10.13;19.04
168;2;32.02;39.71;51.79;19.01
169;2;25.2;4.73;4.23;20.15
170;2;43.29;53.86;27.55;51.28
171;2;58.77;45.72;49.78;8.52
172;2;54.64;41.77;11.67;33.1
173;2;52.48;27.33;17.48;41.05
174;2;9.67;58.06;32.51;19.79
175;2;48.47;5.25;51.98;32.76
176;2;11.66;5.65;42.02;26.31
177;2;14.16;50.65;0.96;13.48
178;2;35.69;15.41;8.7;55.82
179;2;58.17;51.76;43.68;38.5
180;2;10.85;28.15;10.03;34.56
181;2;28.36;36.69;32.73;21.61
182;2;10.42;20.82;5.9;48.91
183;2;37.25;7.33;58.08;13.89
184;2;2.63;54.15;9.32;35.46
185;2;55.1;28.75;17.51;26.52
186;2;9.83;53.81;6.17;9.93
187;2;25.83;13.87;12.17;11.1
188;2;38.78;32.19;10.25;15.97
189;2;56.09;37.92;41.53;25.78
190;2;59.72;32.93;55.21;9.43
191;2;2.59;52.28;6.47;30.47
192;2;27.06;55.27;59.86;29.15
193;2;18.04;42.41;24.6;29.66
194;2;9.42;50.4;58.31;0.11
195;2;30.9;9.35;56.85;36.09
196;2;31.61;36.84;41.41;29.73
197;2;49.18;9.54;19.17;3.63
198;2;26.47;37.01;50.99;33.22
199;2;13.42;22.4;8.45;12.87
200;2;9.24;32.08;43.48;58.84
201;2;39.3;30.49;46.6;47.49
202;2;2.08;27.24;14.16;58.92
203;2;44.9;51.64;21.73;35.15
204;2;31.67;34.4;48.79;27.56
205;2;52.99;57.83;40.5;0.91
206;2;57.46;34.62;43.93;0.69
207;2;13.47;30.31;40.58;16.75
208;2;3.43;57.13;52.49;29.6
209;2;46.33;55.69;47.17;5.5
210;2;21.01;47.31;6.03;13.64
211;2;40.22;22.46;12.63;12.48
212;2;45.86;50.51;40.18;12.88
213;2;16.96;52.73;53.16;13.32
214;2;6.42;53.96;24.84;56.89
215;2;47.19;58.58;51.56;21.19
216;2;16.75;43.87;35.46;40.1
217;2;17.41;7.85;9.96;11.91
218;2;21.55;9.73;37.03;9.9
219;2;43.64;38.86;31.63;40.26
220;2;56.0;3.06;7.15;28.28
221;2;1.89;58.61;25.76;35.8
222;2;18.22;12.62;59.79;2.73
223;2;20.78;34.27;24.22;41.63
224;2;27.05;33.15;26.06;17.4
225;2;16.39;42.35;34.32;54.45
226;2;52.86;59.97;3.68;30.38
227;2;24.77;55.32;46.52;19.22
228;2;44.21;56.24;41.41;37.85
229;2;42.15;0.16;51.03;6.79
230;2;47.98;15.26;20.11;21.06
231;2;18.17;38.57;52.39;17.95
232;2;15.81;14.7;26.84;26.97
233;2;2.47;13.41;25.95;12.11
234;2;24.53;55.07;33.42;28.42
235;2;39.63;20.87;15.2;54.13
236;2;33.27;29.43;46.06;4.6
237;2;22.93;3.2;44.05;7.53
238;2;55.13;6.36;47.5;37.86
239;2;32.04;51.35;12.9;17.46
240;2;15.97;3.54;28.06;57.51
241;2;14.91;2.41;2.58;41.92
242;2;28.15;3.87;57.18;16.69
243;2;29.05;51.14;45.13;4.37
244;2;22.0;21.17;1.96;42.91
245;2;52.51;30.54;55.41;56.3
246;2;32.61;37.89;14.04;58.4
247;2;9.8;10.78;32.46;32.97
248;2;54.81;11.52;41.48;0.89
249;2;12.82;21.28;54.68;20.75
250;2;14.01;42.17;56.98;50.83
251;2;52.24;15.46;27.76;9.41
252;2;55.63;28.2;8.99;45.87
253;2;9.5;12.81;59.37;37.75
254;2;50.94;12.08;17.28;38.37
255;2;34.58;7.88;9.62;35.77
256;2;51.85;33.72;29.19;7.02
257;2;29.85;30.81;21.13;22.07
258;2;22.64;3.03;28.4;48.12
259;2;55.26;38.96;7.96;9.39
260;2;11.16;59.31;42.39;47.7
261;2;5.06;54.29;57.1;7.11
262;2;17.34;39.1;50.28;10.05
263;2;41.23;16.16;51.69;43.71
264;2;31.67;49.92;27.4;13.8
265;2;43.99;34.01;19.92;27.73
266;2;11.5;21.91;18.25;41.13
267;2;14.52;59.66;28.49;0.6
268;2;57.75;24.42;24.05;1.18
269;2;20.17;53.78;14.81;29.55
270;2;49.9;29.75;46.67;43.45
271;2;27.32;56.17;26.71;24.17
272;2;51.85;41.11;45.26;11.99
273;2;42.27;4.41;33.79;14.76
274;2;56.57;16.91;57.03;26.35
275;2;35.26;0.55;49.37;6.03
276;2;52.09;58.45;28.82;50.04
277;2;37.87;0.41;56.97;34.38
278;2;26.64;23.24;0.75;42.47
279;2;39.15;15.11;30.31;52.12
280;2;25.77;20.93;38.65;25.11
281;2;40.56;9.44;50.97;57.08
282;2;28.97;24.0;46.55;7.86
283;2;45.05;16.69;2.37;0.91
284;2;28.73;20.34;25.82;36.32
285;2;10.5;44.49;14.46;44.37
286;2;49.68;49.86;42.47;36.03
287;2;52.71;21.42;27.74;3.16
288;2;40.53;22.12;19.02;44.36
289;2;58.25;48.76;40.81;22.37
290;2;6.57;7.22;22.46;55.99
291;2;42.32;37.28;40.4;33.19
292;2;45.52;27.02;54.78;42.84
293;2;21.97;43.35;7.79;0.02
294;2;24.33;8.7;47.57;4.28
