timestamp;id;weight0;weight1;weight2;weight3
1;9;13.31;38.72;17.08;36.76
2;9;57.83;32.77;6.07;6.63
3;9;45.74;27.68;7.48;54.83
4;9;57.42;26.55;24.32;23.32
5;9;23.5;33.79;15.46;33.26
6;9;50.32;5.07;47.18;23.91
7;9;11.56;48.71;47.79;8.6
8;9;48.98;0.74;41.19;6.27
9;9;14.29;0.25;38.26;2.18
10;9;15.69;32.45;39.36;53.48
11;9;25.16;24.83;47.72;43.85
12;9;37.93;16.46;11.94;7.36
13;9;52.08;32.31;25.89;44.14
14;9;34.97;22.54;56.51;59.96
15;9;43.59;12.7;23.89;37.93
16;9;8.63;52.38;3.92;34.1
17;9;16.0;29.42;21.48;18.24
18;9;5.81;32.6;11.62;58.71
19;9;37.0;58.66;48.03;33.38
20;9;55.53;9.18;10.76;19.91
21;9;35.7;29.53;31.18;35.83
22;9;58.34;5.66;28.6;43.51
23;9;24.43;14.56;22.16;6.24
24;9;40.68;42.09;2.76;20.08
25;9;12.62;55.12;21.75;50.88
26;9;1.95;46.87;58.69;38.14
27;9;47.87;21.44;25.92;5.89
28;9;37.18;8.63;16.92;6.6
29;9;54.5;41.86;25.06;16.77
30;9;52.8;10.16;31.58;2.05
31;9;54.82;10.82;5.88;36.32
32;9;28.44;41.6;16.57;12.05
33;9;53.34;0.2;19.83;39.6
34;9;52.35;45.0;31.04;39.95
35;9;19.12;53.83;37.14;8.98
36;9;33.31;57.25;30.51;52.43
37;9;56.64;19.47;40.43;17.98
38;9;26.61;33.58;45.18;45.38
39;9;30.15;28.05;46.87;36.98
40;9;27.04;28.76;1.93;39.03
41;9;22.08;24.86;2.83;59.29
42;9;16.34;48.02;41.39;8.33
43;9;20.41;12.02;50.1;20.92
44;9;48.16;34.89;36.79;9.21
45;9;5.51;37.13;57.59;22.41
46;9;48.05;57.99;35.76;56.77
47;9;1.46;57.55;27.49;56.07
48;9;41.2;53.94;1.89;46.19
49;9;32.28;4.95;59.99;16.99
50;9;35.91;58.46;7.25;22.18
51;9;58.16;29.76;15.32;11.16
52;9;5.2;12.84;2.55;37.89
53;9;41.99;20.09;47.35;29.15
54;9;4.51;47.72;46.35;59.12
55;9;11.41;24.83;17.53;48.54
56;9;58.19;1.55;29.82;24.67
57;9;56.58;45.31;13.29;23.67
58;9;2.43;5.6;48.46;8.71
59;9;39.05;15.49;9.85;15.89
60;9;27.45;22.72;7.41;26.06
61;9;1.72;24.91;29.29;12.73
62;9;36.69;22.01;1.75;56.13
63;9;5.33;14.27;6.13;19.42
64;9;35.65;26.47;28.17;36.54
65;9;51.64;48.14;23.17;1.01
66;9;58.16;5.63;59.77;12.11
67;9;48.54;4.44;36.68;48.51
68;9;12.88;20.52;30.15;40.25
69;9;27.28;55.26;24.88;17.41
70;9;27.64;22.83;8.55;8.41
71;9;57.17;28.71;8.77;1.89
72;9;24.47;45.51;22.33;14.69
73;9;37.82;16.33;9.2;23.16
74;9;32.97;36.91;18.39;57.23
75;9;44.33;45.68;19.23;25.22
76;9;4.77;45.52;49.95;13.41
77;9;55.52;12.79;25.71;26.45
78;9;6.9;37.49;10.21;4.67
79;9;10.54;3.99;9.15;50.28
80;9;6.67;23.91;49.4;57.72
81;9;13.99;11.76;45.76;13.54
82;9;35.88;50.17;6.56;28.16
83;9;44.9;44.24;50.73;5.51
84;9;37.09;34.28;42.77;47.29
85;9;39.74;22.99;36.64;26.36
86;9;29.66;56.43;57.14;27.85
87;9;34.64;18.6;36.16;8.12
88;9;48.26;36.78;42.01;19.85
89;9;7.2;8.7;52.76;56.6
90;9;41.75;33.73;9.08;41.99
91;9;32.97;38.19;58.69;27.68
92;9;54.88;9.57;52.65;9.81
93;9;6.97;55.99;14.02;26.24
94;9;10.82;25.89;51.69;36.3
95;9;55.33;38.21;15.78;11.14
96;9;47.13;45.57;27.16;15.84
97;9;17.51;2.12;41.26;4.62
98;9;32.85;33.69;25.91;57.35
99;9;54.01;10.74;24.32;19.4
100;9;29.58;44.38;37.95;47.51
101;9;10.19;42.43;58.82;31.98
102;9;54.19;55.67;48.29;59.89
103;9;41.08;35.32;58.05;45.32
104;9;35.9;49.52;39.96;40.85
105;9;37.66;11.03;14.21;59.46
106;9;35.5;9.19;19.69;38.15
107;9;29.73;17.29;36.96;23.23
108;9;29.46;0.84;32.77;32.93
109;9;35.61;4.25;24.88;35.6
110;9;16.52;41.77;28.45;11.19
111;9;3.96;3.8;38.96;59.91
112;9;19.79;12.17;52.5;25.39
113;9;27.88;36.8;2.11;49.35
114;9;51.7;2.58;58.31;12.17
115;9;6.59;27.6;3.51;17.11
116;9;4.92;4.22;23.15;47.0
117;9;44.9;20.62;42.02;19.5
118;9;46.7;24.2;50.84;51.62
119;9;15.68;48.52;37.44;35.45
120;9;9.52;42.75;37.64;25.17
121;9;25.58;36.56;53.68;40.67
122;9;5.74;24.65;52.5;24.75
123;9;59.28;22.78;32.87;49.93
124;9;8.95;31.88;18.45;36.46
125;9;32.43;28.69;34.3;35.73
