timestamp;id;weight0;weight1;weight2;weight3
1;6;43.62;40.83;22.32;23.7
2;6;6.77;57.9;32.83;31.64
3;6;49.44;14.56;0.02;6.44
4;6;17.47;13.75;22.07;41.67
5;6;59.88;25.41;37.11;7.57
6;6;50.78;46.27;50.93;2.16
7;6;54.26;25.02;18.24;0.76
8;6;0.12;7.49;33.19;29.68
9;6;57.06;10.53;57.57;14.87
10;6;31.42;4.16;19.71;48.36
11;6;42.53;9.68;53.58;33.89
12;6;10.48;25.92;35.98;19.19
13;6;19.18;57.56;59.8;54.52
14;6;45.95;18.04;53.5;16.82
15;6;39.53;54.63;20.91;44.91
16;6;40.9;55.91;31.35;24.65
17;6;15.32;10.66;17.68;42.61
18;6;0.46;53.35;39.47;54.17
19;6;13.3;54.22;20.17;45.45
20;6;38.41;11.83;10.14;9.35
21;6;42.1;22.21;22.93;23.43
22;6;0.48;32.81;59.15;51.91
23;6;35.07;19.19;11.21;35.15
24;6;16.93;50.18;53.14;18.48
25;6;29.62;51.01;2.31;27.02
26;6;12.38;34.99;54.58;55.25
27;6;18.12;32.41;0.79;48.71
28;6;55.38;59.57;50.85;31.23
29;6;40.66;43.18;21.87;13.14
30;6;25.66;43.11;29.04;45.88
31;6;24.93;2.48;51.65;4.37
32;6;31.64;35.87;32.72;41.83
33;6;33.33;45.89;8.37;51.77
34;6;26.05;54.05;32.43;28.82
35;6;32.75;24.97;23.68;43.86
36;6;22.34;52.57;56.1;39.54
37;6;57.02;43.66;57.74;50.07
38;6;49.57;37.63;21.19;33.18
39;6;27.48;1.44;37.3;13.91
40;6;18.6;36.46;44.72;37.76
41;6;11.73;27.56;40.7;15.85
42;6;47.31;16.11;42.92;56.89
43;6;35.92;46.21;8.77;39.18
44;6;7.48;38.49;26.85;1.95
45;6;20.74;27.04;35.51;47.48
46;6;11.2;53.9;55.53;45.47
47;6;6.39;30.79;27.79;56.67
48;6;29.45;9.85;23.02;6.66
49;6;6.7;14.52;57.75;20.36
50;6;30.59;7.58;11.02;54.8
51;6;47.73;36.13;47.1;21.65
52;6;1.59;13.29;33.36;51.53
53;6;1.0;12.75;17.27;19.78
54;6;9.61;26.05;53.93;27.76
55;6;36.61;2.57;54.22;35.05
56;6;56.73;59.74;34.57;46.16
57;6;16.54;14.85;52.24;50.32
58;6;35.55;30.97;24.3;54.98
59;6;3.24;47.5;35.29;2.38
60;6;48.42;20.09;16.48;54.16
61;6;53.88;47.11;10.31;11.75
62;6;47.97;7.48;35.32;9.52
63;6;5.4;40.78;1.07;54.04
64;6;51.76;2.2;28.22;45.98
65;6;30.68;44.55;26.87;31.37
66;6;38.71;55.05;55.53;25.53
67;6;0.9;27.92;44.93;17.21
68;6;30.08;23.22;24.0;30.91
69;6;24.58;49.16;10.41;42.87
70;6;32.76;48.63;25.68;50.89
71;6;48.3;30.93;43.14;9.2
72;6;17.51;27.05;18.5;57.9
73;6;19.41;40.91;45.02;21.64
74;6;0.02;20.06;0.18;3.89
75;6;26.07;36.96;47.04;22.21
76;6;7.38;37.12;41.89;55.47
77;6;24.69;31.5;59.95;6.59
78;6;27.85;29.63;43.14;23.81
79;6;40.1;24.66;17.52;29.73
80;6;56.49;54.34;44.42;20.59
81;6;58.65;30.82;56.38;58.45
82;6;4.54;37.97;29.04;5.53
83;6;49.52;58.23;11.48;44.21
84;6;35.23;30.34;20.66;46.51
85;6;24.42;36.15;21.13;4.56
86;6;43.63;48.08;38.03;8.14
87;6;0.92;59.3;10.48;36.47
88;6;13.58;5.88;23.33;39.59
89;6;49.71;14.12;37.68;20.12
90;6;59.04;7.66;55.76;7.53
91;6;20.93;6.45;21.43;46.33
92;6;52.96;24.53;36.69;55.13
93;6;59.83;25.36;24.13;35.97
94;6;21.13;41.7;27.93;42.88
95;6;37.12;52.51;59.44;34.94
96;6;33.93;31.61;39.66;22.15
97;6;54.0;41.92;28.37;42.77
98;6;23.59;25.16;59.37;7.3
99;6;57.35;49.57;42.77;48.48
100;6;29.76;28.32;48.44;27.22
101;6;35.12;27.45;30.31;1.79
102;6;11.15;26.1;7.75;12.26
103;6;57.34;11.79;49.86;3.36
104;6;55.85;31.12;48.79;47.17
105;6;42.79;10.0;1.26;52.06
106;6;38.23;28.83;1.9;36.19
107;6;46.74;45.84;8.53;22.94
108;6;5.02;46.37;27.89;0.9
109;6;19.83;57.69;10.39;24.07
110;6;8.37;47.46;54.75;26.92
111;6;43.48;19.16;47.21;35.68
112;6;38.64;30.13;15.83;30.08
113;6;21.98;7.05;48.27;29.96
114;6;4.57;59.6;0.88;8.17
115;6;46.46;15.91;38.35;44.84
116;6;23.66;43.3;46.72;18.9
117;6;21.12;54.09;17.63;0.18
118;6;40.47;30.28;28.65;40.05
119;6;36.71;50.69;43.9;19.61
120;6;25.47;31.9;9.41;2.75
121;6;51.78;18.12;41.06;56.58
122;6;42.4;56.18;36.96;3.47
123;6;36.75;29.92;12.89;37.73
124;6;26.59;42.65;17.74;55.95
125;6;11.0;8.29;36.02;12.12
126;6;32.26;0.04;6.65;18.58
127;6;18.45;51.09;21.19;49.64
128;6;41.28;3.74;10.53;48.39
129;6;41.56;2.88;26.74;6.91
130;6;1.32;25.29;36.41;27.22
131;6;49.21;49.57;3.26;14.06
132;6;55.99;0.86;51.09;21.22
133;6;28.59;51.33;23.45;30.82
134;6;44.8;20.97;13.48;9.28
135;6;46.4;23.33;26.15;15.08
136;6;5.62;58.45;36.34;11.47
137;6;39.5;48.99;38.54;42.58
138;6;7.38;46.84;28.72;23.13
139;6;10.33;25.25;55.47;30.74
140;6;55.74;56.22;45.61;15.7
141;6;57.32;14.58;29.92;55.34
142;6;49.52;28.73;6.5;39.94
143;6;45.47;13.23;23.58;43.08
144;6;20.54;50.81;38.96;2.59
145;6;57.37;0.44;41.49;38.68
146;6;4.67;54.17;19.11;22.11
147;6;20.0;8.08;49.83;39.66
148;6;46.77;12.83;15.17;4.59
149;6;37.26;25.49;30.69;27.21
150;6;17.33;38.15;55.74;35.53
151;6;33.84;49.02;2.95;56.63
152;6;13.44;29.01;59.29;18.42
153;6;30.31;0.9;13.15;45.52
154;6;31.95;49.26;56.17;5.95
155;6;44.93;37.05;55.45;53.21
156;6;17.43;39.61;9.89;44.72
157;6;12.28;38.51;14.49;59.72
158;6;22.75;5.92;58.95;49.31
159;6;3.94;35.95;40.31;7.66
160;6;54.96;41.14;35.8;56.56
161;6;31.51;32.02;39.22;45.4
162;6;34.3;32.95;14.33;25.97
163;6;47.25;41.07;39.6;24.82
164;6;8.88;4.21;52.54;46.97
165;6;52.35;40.85;26.7;22.12
166;6;3.05;8.32;11.66;29.04
167;6;58.42;25.85;15.29;4.99
168;6;31.86;16.66;48.35;5.48
169;6;22.02;6.81;4.27;24.38
170;6;49.69;10.14;51.48;36.64
171;6;7.9;56.07;12.18;44.46
172;6;35.43;21.98;29.8;33.62
173;6;10.77;33.41;47.5;38.99
174;6;12.33;13.92;52.23;18.11
175;6;21.17;21.8;2.93;37.39
176;6;54.86;22.85;37.03;29.4
177;6;35.45;57.98;17.43;59.08
178;6;50.63;10.02;1.5;44.28
179;6;25.21;37.13;5.15;9.23
180;6;19.93;59.99;18.59;50.79
181;6;16.41;26.52;5.11;44.44
182;6;10.68;31.33;41.95;11.66
183;6;23.33;37.62;20.7;11.62
184;6;41.53;56.26;15.91;8.2
185;6;17.75;1.24;13.04;58.45
186;6;40.82;1.27;41.82;30.67
187;6;8.37;45.48;6.98;28.8
188;6;44.14;35.92;27.35;35.87
189;6;20.96;50.87;43.93;11.44
190;6;28.28;31.88;0.05;7.79
191;6;24.24;52.51;30.42;45.44
192;6;34.16;29.21;1.88;12.33
193;6;41.91;13.69;26.37;0.55
194;6;46.7;2.29;56.0;11.74
195;6;45.89;30.7;32.04;6.01
196;6;14.11;52.09;52.38;59.83
197;6;21.18;3.3;27.75;16.07
198;6;44.52;7.33;13.79;13.66
199;6;7.49;40.66;15.14;55.63
200;6;52.64;11.25;18.49;12.69
201;6;57.77;7.13;4.25;4.3
202;6;4.15;26.41;31.25;51.2
203;6;9.15;47.71;25.08;12.36
204;6;0.51;44.37;29.14;44.73
205;6;56.16;47.65;17.91;16.81
206;6;2.13;42.62;43.49;6.67
207;6;11.85;15.78;11.15;21.04
208;6;22.31;5.59;54.68;25.57
209;6;16.72;36.38;50.82;56.3
210;6;20.03;42.09;51.04;49.17
211;6;10.86;8.94;20.62;18.54
212;6;54.07;46.19;38.55;36.04
213;6;39.52;10.59;46.49;8.81
214;6;16.3;43.56;42.63;30.62
215;6;57.36;30.76;34.84;20.59
216;6;16.83;40.59;38.66;32.49
217;6;11.45;2.69;28.19;52.57
218;6;48.88;8.18;2.6;25.89
219;6;38.58;51.36;17.44;59.99
220;6;35.89;47.47;48.29;10.1
221;6;26.72;52.48;24.53;13.17
222;6;58.8;19.56;32.86;6.83
223;6;26.21;12.2;24.69;46.35
224;6;36.09;36.24;6.69;35.19
225;6;10.72;32.01;12.08;35.35
226;6;4.49;44.06;19.52;0.33
227;6;23.2;18.6;47.94;57.36
228;6;2.84;48.62;29.15;56.48
229;6;17.24;33.21;25.14;21.21
230;6;17.1;21.31;14.1;40.32
231;6;38.86;30.03;38.18;11.48
232;6;39.05;45.59;46.88;5.43
233;6;29.07;28.34;42.57;24.88
234;6;6.54;14.92;39.32;3.84
235;6;42.43;38.05;22.66;12.12
236;6;7.92;9.46;26.29;35.41
237;6;11.88;33.02;41.77;13.77
238;6;8.49;33.54;9.57;20.97
239;6;4.92;42.09;43.72;13.35
240;6;51.59;31.24;18.03;30.0
241;6;11.59;22.13;9.74;46.16
242;6;42.2;31.97;35.94;48.84
243;6;59.33;32.91;9.63;37.03
244;6;35.64;53.22;5.57;30.16
245;6;24.98;48.35;1.31;55.46
246;6;49.2;2.71;5.86;19.62
247;6;29.24;13.74;27.6;11.5
248;6;49.44;16.8;3.41;50.52
249;6;33.69;53.53;34.37;50.74
250;6;2.8;7.59;27.38;52.42
251;6;35.76;29.31;48.86;41.68
252;6;12.39;25.52;14.87;34.47
253;6;51.66;2.68;32.33;43.95
254;6;38.54;59.73;28.01;39.29
255;6;52.83;52.43;55.9;0.7
